"Year","Tags.List","Count"
2021,"Dynamic Narration",53
2021,"Dystopian",217
2021,"Early Access",1210
2021,"Economy",228
2021,"Education",370
2021,"Electronic",10
2021,"Electronic Music",11
2021,"Emotional",390
2021,"Epic",4
2021,"Episodic",14
2021,"Escape Room",25
2021,"Experience",19
2021,"Experimental",238
2021,"Exploration",1809
2021,"FMV",70
2021,"FPS",647
2021,"Faith",60
2021,"Family Friendly",1323
2021,"Fantasy",1520
2021,"Farming",21
2021,"Farming Sim",94
2021,"Fast-Paced",175
2021,"Feature Film",2
2021,"Female Protagonist",792
2021,"Fighting",127
2021,"First-Person",1437
2021,"Fishing",58
2021,"Flight",265
2021,"Football (American)",8
2021,"Football (Soccer)",38
2021,"Foreign",38
2021,"Fox",1
2021,"Free to Play",538
2021,"Funny",1172
2021,"Futuristic",574
2021,"Gambling",55
2021,"Game Development",39
2021,"GameMaker",7
2021,"Games Workshop",9
2021,"Gaming",5
2021,"God Game",81
2021,"Golf",25
2021,"Gore",394
2021,"Gothic",82
2021,"Grand Strategy",77
2021,"Great Soundtrack",146
2021,"Grid-Based Movement",244
2021,"Gun Customization",91
2021,"Hack and Slash",394
2021,"Hacking",61
2021,"Hand-drawn",671
2021,"Hardware",2
2021,"Heist",43
2021,"Hentai",112
2021,"Hero Shooter",142
2021,"Hex Grid",59
2021,"Hidden Object",508
2021,"Historical",310
2021,"Hobby Sim",1
2021,"Hockey",8
2021,"Horror",954
2021,"Horses",34
2021,"Hunting",76
2021,"Idler",212
2021,"Illuminati",23
2021,"Immersive",46
2021,"Immersive Sim",389
2021,"Indie",4735
2021,"Instrumental Music",10
2021,"Intentionally Awkward Controls",10
2021,"Interactive Fiction",417
2021,"Inventory Management",175
2021,"Investigation",350
2021,"Isometric",309
2021,"JRPG",281
2021,"Jet",39
2021,"Job Simulator",2
2021,"Jump Scare",2
2021,"Kickstarter",5
2021,"LEGO",13
2021,"LGBTQ+",181
2021,"Lemmings",18
2021,"Level Editor",160
2021,"Life Sim",254
2021,"Linear",1076
2021,"Local Co-Op",293
2021,"Local Multiplayer",392
2021,"Logic",774
2021,"Loot",159
2021,"Looter Shooter",72
2021,"Lore-Rich",201
2021,"Lovecraftian",84
2021,"MMORPG",42
2021,"MOBA",33
2021,"Magic",608
2021,"Mahjong",2
2021,"Management",515
2021,"Mars",41
2021,"Martial Arts",72
2021,"Massively Multiplayer",173
2021,"Match 3",145
2021,"Mature",156
2021,"Mechs",73
2021,"Medical Sim",16
2021,"Medieval",456
2021,"Memes",193
2021,"Metroidvania",180
2021,"Military",289
2021,"Mini Golf",9
2021,"Minigames",59
2021,"Minimalist",1039
2021,"Mining",78
2021,"Mod",4
2021,"Moddable",92
2021,"Modern",219
2021,"Motocross",14
2021,"Motorbike",25
2021,"Mouse only",74
2021,"Movie",18
2021,"Multiplayer",1141
2021,"Multiple Endings",647
2021,"Music",117
2021,"Music-Based Procedural Generation",36
2021,"Musou",3
2021,"Mystery",774
2021,"Mystery Dungeon",158
2021,"Mythology",148
2021,"NSFW",76
2021,"Narration",355
2021,"Narrative",65
2021,"Nature",493
2021,"Naval",36
2021,"Naval Combat",32
2021,"Ninja",79
2021,"Noir",115
2021,"Nonlinear",229
2021,"Nostalgia",23
2021,"Nudity",281
2021,"Offroad",37
2021,"Old School",670
2021,"On-Rails Shooter",57
2021,"Online Co-Op",372
2021,"Open World",747
2021,"Open World Survival Craft",86
2021,"Otome",30
2021,"Outbreak Sim",28
2021,"Parkour",191
2021,"Parody",88
2021,"Party",42
2021,"Party Game",53
2021,"Party-Based RPG",159
2021,"Perma Death",276
2021,"Philosophical",147
2021,"Photo Editing",6
2021,"Physics",900
2021,"Pinball",18
2021,"Pirates",60
2021,"Pixel Graphics",1755
2021,"Platformer",1254
2021,"Point & Click",669
2021,"Political",69
2021,"Political Sim",51
2021,"Politics",35
2021,"Pool",12
2021,"Post-apocalyptic",351
2021,"Precision Platformer",427
2021,"Procedural Generation",510
2021,"Programming",76
2021,"Psychedelic",244
2021,"Psychological",213
2021,"Psychological Horror",551
2021,"Puzzle",2122
2021,"Puzzle Platformer",634
2021,"PvE",700
2021,"PvP",745
2021,"Quick-Time Events",80
2021,"RPG",1461
2021,"RPGMaker",131
2021,"RTS",188
2021,"Racing",389
2021,"Real Time Tactics",239
2021,"Real-Time",21
2021,"Real-Time with Pause",15
2021,"Realistic",800
2021,"Relaxing",1353
2021,"Remake",31
2021,"Replay Value",193
2021,"Resource Management",383
2021,"Retro",1089
2021,"Rhythm",142
2021,"Robots",306
2021,"Rock Music",7
2021,"Roguelike",408
2021,"Roguelike Deckbuilder",36
2021,"Roguelite",380
2021,"Roguevania",21
2021,"Romance",265
2021,"Rome",17
2021,"Runner",310
2021,"Sailing",40
2021,"Sandbox",562
2021,"Satire",69
2021,"Sci-fi",1063
2021,"Science",128
2021,"Score Attack",528
2021,"Sequel",15
2021,"Sexual Content",342
2021,"Shoot Em Up",447
2021,"Shooter",1251
2021,"Short",186
2021,"Side Scroller",793
2021,"Silent Protagonist",12
2021,"Simulation",1718
2021,"Singleplayer",6731
2021,"Skateboarding",14
2021,"Skating",14
2021,"Skiing",6
2021,"Sniper",30
2021,"Snooker",2
2021,"Snow",56
2021,"Snowboarding",7
2021,"Social Deduction",22
2021,"Software",40
2021,"Software Training",3
2021,"Sokoban",112
2021,"Solitaire",136
2021,"Souls-like",173
2021,"Soundtrack",130
2021,"Space",572
2021,"Space Sim",132
2021,"Spaceships",29
2021,"Spectacle fighter",100
2021,"Spelling",38
2021,"Split Screen",80
2021,"Sports",459
2021,"Stealth",294
2021,"Steampunk",43
2021,"Story Rich",1582
2021,"Strategy",1783
2021,"Strategy RPG",225
2021,"Stylized",1123
2021,"Submarine",27
2021,"Superhero",33
2021,"Supernatural",214
2021,"Surreal",365
2021,"Survival",821
2021,"Survival Horror",382
2021,"Swordplay",107
2021,"Tabletop",335
2021,"Tactical",534
2021,"Tactical RPG",198
2021,"Tanks",70
2021,"Team-Based",191
2021,"Tennis",15
2021,"Text-Based",299
2021,"Third Person",1085
2021,"Third-Person Shooter",302
2021,"Thriller",236
2021,"Tile-Matching",1
2021,"Time Attack",39
2021,"Time Management",261
2021,"Time Manipulation",94
2021,"Time Travel",76
2021,"Top-Down",1090
2021,"Top-Down Shooter",329
2021,"Touch-Friendly",32
2021,"Tower Defense",204
2021,"TrackIR",1
2021,"Trading",69
2021,"Trading Card Game",44
2021,"Traditional Roguelike",25
2021,"Trains",38
2021,"Transhumanism",24
2021,"Transportation",59
2021,"Trivia",45
2021,"Turn-Based",142
2021,"Turn-Based Combat",452
2021,"Turn-Based Strategy",449
2021,"Turn-Based Tactics",456
2021,"Tutorial",265
2021,"Twin Stick Shooter",116
2021,"Typing",68
2021,"Underground",108
2021,"Underwater",73
2021,"Unforgiving",29
2021,"Utilities",26
2021,"VR",473
2021,"Vampire",59
2021,"Vehicular Combat",121
2021,"Video Production",6
2021,"Vikings",5
2021,"Villain Protagonist",19
2021,"Violent",497
2021,"Visual Novel",599
2021,"Voice Control",2
2021,"Voxel",91
2021,"Walking Simulator",388
2021,"War",332
2021,"Wargame",188
2021,"Warhammer 40K",8
2021,"Web Publishing",3
2021,"Well-Written",6
2021,"Werewolves",31
2021,"Western",36
2021,"Wholesome",34
2021,"Word Game",83
2021,"World War I",17
2021,"World War II",82
2021,"Wrestling",11
2021,"Zombies",346
2021,"eSports",120
2022,"1980s",401
2022,"1990s",510
2022,"2.5D",367
2022,"2D",4103
2022,"2D Fighter",194
2022,"2D Platformer",1159
2022,"360 Video",14
2022,"3D",3358
2022,"3D Fighter",187
2022,"3D Platformer",663
2022,"3D Vision",151
2022,"4 Player Local",170
2022,"4X",58
2022,"6DOF",143
2022,"8-bit Music",11
2022,"ATV",5
2022,"Abstract",318
2022,"Action",4371
2022,"Action RPG",660
2022,"Action RTS",95
2022,"Action Roguelike",517
2022,"Action-Adventure",1669
2022,"Addictive",11
2022,"Adventure",4061
2022,"Agriculture",123
2022,"Aliens",330
2022,"Alternate History",159
2022,"Ambient",14
2022,"America",111
2022,"Animation & Modeling",22
2022,"Anime",966
2022,"Arcade",1832
2022,"Archery",35
2022,"Arena Shooter",300
2022,"Artificial Intelligence",313
2022,"Assassin",72
2022,"Asymmetric VR",31
2022,"Asynchronous Multiplayer",59
2022,"Atmospheric",2352
2022,"Audio Production",11
2022,"Auto Battler",137
2022,"Automation",157
2022,"Automobile Sim",194
2022,"BMX",9
2022,"Base Building",370
2022,"Baseball",18
2022,"Based On A Novel",2
2022,"Basketball",29
2022,"Battle Royale",105
2022,"Beat em up",214
2022,"Beautiful",26
2022,"Benchmark",3
2022,"Bikes",23
2022,"Blood",49
2022,"Board Game",269
2022,"Boss Rush",8
2022,"Bowling",13
2022,"Boxing",35
2022,"Building",609
2022,"Bullet Hell",504
2022,"Bullet Time",105
2022,"CRPG",181
2022,"Capitalism",116
2022,"Card Battler",169
2022,"Card Game",296
2022,"Cartoon",656
2022,"Cartoony",1022
2022,"Casual",4501
2022,"Cats",200
2022,"Character Action Game",50
2022,"Character Customization",753
2022,"Chess",21
2022,"Choices Matter",896
2022,"Choose Your Own Adventure",523
2022,"Cinematic",342
2022,"City Builder",246
2022,"Class-Based",117
2022,"Classic",21
2022,"Clicker",393
2022,"Co-op",589
2022,"Co-op Campaign",79
2022,"Coding",2
2022,"Cold War",39
2022,"Collectathon",306
2022,"Colony Sim",136
2022,"Colorful",2498
2022,"Combat",1593
2022,"Combat Racing",142
2022,"Comedy",793
2022,"Comic Book",221
2022,"Competitive",105
2022,"Conspiracy",125
2022,"Controller",1300
2022,"Conversation",271
2022,"Cooking",126
2022,"Cozy",79
2022,"Crafting",518
2022,"Creature Collector",182
2022,"Cricket",1
2022,"Crime",153
2022,"Crowdfunded",5
2022,"Cult Classic",4
2022,"Cute",1954
2022,"Cyberpunk",281
2022,"Cycling",15
2022,"Dark",938
2022,"Dark Comedy",140
2022,"Dark Fantasy",501
2022,"Dark Humor",291
2022,"Dating Sim",215
2022,"Deckbuilding",193
2022,"Demons",324
2022,"Design & Illustration",83
2022,"Destruction",167
2022,"Detective",292
2022,"Difficult",638
2022,"Dinosaurs",52
2022,"Diplomacy",42
2022,"Documentary",1
2022,"Dog",79
2022,"Dragons",112
2022,"Drama",484
2022,"Driving",258
2022,"Dungeon Crawler",428
2022,"Dungeons & Dragons",14
2022,"Dynamic Narration",89
2022,"Dystopian",211
2022,"Early Access",1596
2022,"Economy",274
2022,"Education",394
2022,"Electronic",3
2022,"Electronic Music",19
2022,"Emotional",500
2022,"Epic",4
2022,"Episodic",9
2022,"Escape Room",63
2022,"Experience",17
2022,"Experimental",86
2022,"Exploration",2045
2022,"FMV",71
2022,"FPS",762
2022,"Faith",68
2022,"Family Friendly",1429
2022,"Fantasy",1861
2022,"Farming",26
2022,"Farming Sim",146
2022,"Fast-Paced",164
2022,"Female Protagonist",1005
2022,"Fighting",87
2022,"First-Person",1765
2022,"Fishing",70
2022,"Flight",271
2022,"Football (American)",20
2022,"Football (Soccer)",38
2022,"Foreign",47
2022,"Fox",2
2022,"Free to Play",664
2022,"Funny",1305
2022,"Futuristic",639
2022,"Gambling",38
2022,"Game Development",50
2022,"GameMaker",6
2022,"Games Workshop",4
2022,"Gaming",10
2022,"God Game",91
2022,"Golf",30
2022,"Gore",397
2022,"Gothic",76
2022,"Grand Strategy",122
2022,"Great Soundtrack",83
2022,"Grid-Based Movement",221
2022,"Gun Customization",122
2022,"Hack and Slash",496
2022,"Hacking",60
2022,"Hand-drawn",712
2022,"Hardware",6
2022,"Heist",38
2022,"Hentai",139
2022,"Hero Shooter",161
2022,"Hex Grid",57
2022,"Hidden Object",618
2022,"Historical",355
2022,"Hobby Sim",1
2022,"Hockey",13
2022,"Horror",1141
2022,"Horses",34
2022,"Hunting",77
2022,"Idler",255
2022,"Illuminati",31
2022,"Immersive",53
2022,"Immersive Sim",557
2022,"Indie",4795
2022,"Instrumental Music",10
2022,"Intentionally Awkward Controls",4
2022,"Interactive Fiction",527
2022,"Inventory Management",204
2022,"Investigation",366
2022,"Isometric",347
2022,"JRPG",359
2022,"Jet",31
2022,"Job Simulator",21
2022,"Jump Scare",11
2022,"Kickstarter",6
2022,"LEGO",17
2022,"LGBTQ+",210
2022,"Lemmings",9
2022,"Level Editor",148
2022,"Life Sim",371
2022,"Linear",1180
2022,"Local Co-Op",293
2022,"Local Multiplayer",446
2022,"Logic",743
2022,"Loot",211
2022,"Looter Shooter",106
2022,"Lore-Rich",253
2022,"Lovecraftian",124
2022,"MMORPG",63
2022,"MOBA",45
2022,"Magic",754
2022,"Mahjong",3
2022,"Management",603
2022,"Mars",33
2022,"Martial Arts",74
2022,"Massively Multiplayer",176
2022,"Match 3",161
2022,"Mature",145
2022,"Mechs",63
2022,"Medical Sim",33
2022,"Medieval",614
2022,"Memes",180
2022,"Metroidvania",185
2022,"Military",314
2022,"Mini Golf",24
2022,"Minigames",48
2022,"Minimalist",935
2022,"Mining",75
2022,"Mod",5
2022,"Moddable",94
2022,"Modern",211
2022,"Motocross",17
2022,"Motorbike",29
2022,"Mouse only",59
2022,"Movie",9
2022,"Multiplayer",1321
2022,"Multiple Endings",772
2022,"Music",129
2022,"Music-Based Procedural Generation",40
2022,"Musou",2
2022,"Mystery",845
2022,"Mystery Dungeon",135
2022,"Mythology",166
2022,"NSFW",110
2022,"Narration",344
2022,"Narrative",70
2022,"Nature",541
2022,"Naval",42
2022,"Naval Combat",38
2022,"Ninja",71
2022,"Noir",119
2022,"Nonlinear",263
2022,"Nostalgia",31
2022,"Nudity",273
2022,"Offroad",44
2022,"Old School",811
2022,"On-Rails Shooter",56
2022,"Online Co-Op",457
2022,"Open World",789
2022,"Open World Survival Craft",54
2022,"Otome",36
2022,"Outbreak Sim",32
2022,"Parkour",181
2022,"Parody",106
2022,"Party",43
2022,"Party Game",72
2022,"Party-Based RPG",187
2022,"Perma Death",255
2022,"Philosophical",135
2022,"Photo Editing",7
2022,"Physics",924
2022,"Pinball",11
2022,"Pirates",57
2022,"Pixel Graphics",2165
2022,"Platformer",1268
2022,"Point & Click",716
2022,"Political",78
2022,"Political Sim",76
2022,"Politics",58
2022,"Pool",13
2022,"Post-apocalyptic",379
2022,"Precision Platformer",421
2022,"Procedural Generation",603
2022,"Programming",56
2022,"Psychedelic",241
2022,"Psychological",248
2022,"Psychological Horror",724
2022,"Puzzle",2172
2022,"Puzzle Platformer",610
2022,"PvE",889
2022,"PvP",956
2022,"Quick-Time Events",105
2022,"RPG",1744
2022,"RPGMaker",122
2022,"RTS",252
2022,"Racing",459
2022,"Real Time Tactics",280
2022,"Real-Time",21
2022,"Real-Time with Pause",36
2022,"Realistic",1013
2022,"Reboot",1
2022,"Relaxing",1403
2022,"Remake",31
2022,"Replay Value",207
2022,"Resource Management",482
2022,"Retro",1274
2022,"Rhythm",153
2022,"Robots",277
2022,"Rock Music",13
2022,"Roguelike",650
2022,"Roguelike Deckbuilder",50
2022,"Roguelite",619
2022,"Roguevania",24
2022,"Romance",313
2022,"Rome",30
2022,"Rugby",3
2022,"Runner",303
2022,"Sailing",40
2022,"Sandbox",634
2022,"Satire",77
2022,"Sci-fi",1175
2022,"Science",134
2022,"Score Attack",519
2022,"Sequel",17
2022,"Sexual Content",359
2022,"Shoot Em Up",497
2022,"Shooter",1450
2022,"Shop Keeper",7
2022,"Short",153
2022,"Side Scroller",675
2022,"Silent Protagonist",6
2022,"Simulation",2093
2022,"Singleplayer",7594
2022,"Skateboarding",16
2022,"Skating",13
2022,"Skiing",13
2022,"Sniper",37
2022,"Snow",57
2022,"Snowboarding",9
2022,"Social Deduction",21
2022,"Software",50
2022,"Software Training",1
2022,"Sokoban",107
2022,"Solitaire",138
2022,"Souls-like",215
2022,"Soundtrack",110
2022,"Space",599
2022,"Space Sim",143
2022,"Spaceships",29
2022,"Spectacle fighter",117
2022,"Spelling",42
2022,"Split Screen",98
2022,"Sports",530
2022,"Stealth",340
2022,"Steampunk",51
2022,"Story Rich",1737
2022,"Strategy",2069
2022,"Strategy RPG",277
2022,"Stylized",1203
2022,"Submarine",25
2022,"Superhero",61
2022,"Supernatural",280
2022,"Surreal",432
2022,"Survival",896
2022,"Survival Horror",501
2022,"Swordplay",128
2022,"Tabletop",311
2022,"Tactical",631
2022,"Tactical RPG",256
2022,"Tanks",59
2022,"Team-Based",221
2022,"Tennis",19
2022,"Text-Based",339
2022,"Third Person",1170
2022,"Third-Person Shooter",304
2022,"Thriller",264
2022,"Tile-Matching",4
2022,"Time Attack",47
2022,"Time Management",328
2022,"Time Manipulation",105
2022,"Time Travel",73
2022,"Top-Down",1224
2022,"Top-Down Shooter",417
2022,"Touch-Friendly",12
2022,"Tower Defense",251
2022,"Trading",77
2022,"Trading Card Game",53
2022,"Traditional Roguelike",45
2022,"Trains",28
2022,"Transhumanism",21
2022,"Transportation",65
2022,"Trivia",46
2022,"Turn-Based",101
2022,"Turn-Based Combat",524
2022,"Turn-Based Strategy",506
2022,"Turn-Based Tactics",524
2022,"Tutorial",280
2022,"Twin Stick Shooter",157
2022,"Typing",64
2022,"Underground",82
2022,"Underwater",76
2022,"Unforgiving",25
2022,"Utilities",43
2022,"VR",481
2022,"Vampire",57
2022,"Vehicular Combat",141
2022,"Video Production",12
2022,"Vikings",11
2022,"Villain Protagonist",31
2022,"Violent",473
2022,"Visual Novel",696
2022,"Voice Control",3
2022,"Volleyball",2
2022,"Voxel",75
2022,"Walking Simulator",410
2022,"War",414
2022,"Wargame",260
2022,"Warhammer 40K",6
2022,"Web Publishing",1
2022,"Well-Written",6
2022,"Werewolves",33
2022,"Western",60
2022,"Wholesome",75
2022,"Word Game",105
2022,"World War I",23
2022,"World War II",80
2022,"Wrestling",12
2022,"Zombies",339
2022,"eSports",131
2023,"1980s",357
2023,"1990s",428
2023,"2.5D",285
2023,"2D",3146
2023,"2D Fighter",158
2023,"2D Platformer",894
2023,"360 Video",12
2023,"3D",2770
2023,"3D Fighter",146
2023,"3D Platformer",562
2023,"3D Vision",85
2023,"4 Player Local",149
2023,"4X",48
2023,"6DOF",111
2023,"8-bit Music",11
2023,"ATV",4
2023,"Abstract",280
2023,"Action",3667
2023,"Action RPG",563
2023,"Action RTS",80
2023,"Action Roguelike",594
2023,"Action-Adventure",1403
2023,"Addictive",4
2023,"Adventure",3261
2023,"Agriculture",100
2023,"Aliens",262
2023,"Alternate History",137
2023,"Ambient",8
2023,"America",108
2023,"Animation & Modeling",23
2023,"Anime",742
2023,"Arcade",1356
2023,"Archery",48
2023,"Arena Shooter",269
2023,"Artificial Intelligence",209
2023,"Assassin",44
2023,"Asymmetric VR",18
2023,"Asynchronous Multiplayer",37
2023,"Atmospheric",1839
2023,"Audio Production",10
2023,"Auto Battler",112
2023,"Automation",124
2023,"Automobile Sim",155
2023,"BMX",7
2023,"Base Building",374
2023,"Baseball",17
2023,"Based On A Novel",2
2023,"Basketball",21
2023,"Battle Royale",84
2023,"Beat em up",168
2023,"Beautiful",11
2023,"Bikes",25
2023,"Birds",7
2023,"Blood",38
2023,"Board Game",233
2023,"Boss Rush",11
2023,"Bowling",7
2023,"Boxing",25
2023,"Building",539
2023,"Bullet Hell",507
2023,"Bullet Time",104
2023,"CRPG",125
2023,"Capitalism",94
2023,"Card Battler",161
2023,"Card Game",258
2023,"Cartoon",482
2023,"Cartoony",760
2023,"Casual",3408
2023,"Cats",127
2023,"Character Action Game",22
2023,"Character Customization",613
2023,"Chess",18
2023,"Choices Matter",761
2023,"Choose Your Own Adventure",437
2023,"Cinematic",290
2023,"City Builder",232
2023,"Class-Based",124
2023,"Classic",8
2023,"Clicker",247
2023,"Co-op",520
2023,"Co-op Campaign",69
2023,"Coding",1
2023,"Cold War",33
2023,"Collectathon",233
2023,"Colony Sim",131
2023,"Colorful",1996
2023,"Combat",1345
2023,"Combat Racing",83
2023,"Comedy",605
2023,"Comic Book",191
2023,"Competitive",62
2023,"Conspiracy",69
2023,"Controller",1135
2023,"Conversation",212
2023,"Cooking",88
2023,"Cozy",68
2023,"Crafting",478
2023,"Creature Collector",138
2023,"Cricket",1
2023,"Crime",125
2023,"Crowdfunded",2
2023,"Cult Classic",4
2023,"Cute",1567
2023,"Cyberpunk",253
2023,"Cycling",18
2023,"Dark",740
2023,"Dark Comedy",103
2023,"Dark Fantasy",434
2023,"Dark Humor",206
2023,"Dating Sim",155
2023,"Deckbuilding",186
2023,"Demons",256
2023,"Design & Illustration",83
2023,"Destruction",131
2023,"Detective",240
2023,"Difficult",463
2023,"Dinosaurs",52
2023,"Diplomacy",31
2023,"Documentary",1
2023,"Dog",71
2023,"Dragons",83
2023,"Drama",367
2023,"Driving",223
2023,"Dungeon Crawler",358
2023,"Dungeons & Dragons",13
2023,"Dynamic Narration",65
2023,"Dystopian",189
2023,"Early Access",1396
2023,"Economy",210
2023,"Education",264
2023,"Electronic",4
2023,"Electronic Music",9
2023,"Emotional",393
2023,"Epic",3
2023,"Episodic",12
2023,"Escape Room",53
2023,"Experience",9
2023,"Experimental",59
2023,"Exploration",1766
2023,"FMV",32
2023,"FPS",597
2023,"Faith",30
2023,"Family Friendly",1011
2023,"Fantasy",1507
2023,"Farming",24
2023,"Farming Sim",124
2023,"Fast-Paced",129
2023,"Female Protagonist",761
2023,"Fighting",55
2023,"First-Person",1492
2023,"Fishing",53
2023,"Flight",165
2023,"Football (American)",8
2023,"Football (Soccer)",31
2023,"Foreign",31
2023,"Fox",3
2023,"Free to Play",506
2023,"Funny",1020
2023,"Futuristic",510
2023,"Gambling",28
2023,"Game Development",24
2023,"GameMaker",2
2023,"Games Workshop",5
2023,"Gaming",6
2023,"God Game",73
2023,"Golf",28
2023,"Gore",315
2023,"Gothic",60
2023,"Grand Strategy",93
2023,"Great Soundtrack",44
2023,"Grid-Based Movement",177
2023,"Gun Customization",103
2023,"Hack and Slash",406
2023,"Hacking",31
2023,"Hand-drawn",520
2023,"Hardware",2
2023,"Heist",35
2023,"Hentai",111
2023,"Hero Shooter",122
2023,"Hex Grid",69
2023,"Hidden Object",501
2023,"Historical",259
2023,"Hobby Sim",4
2023,"Hockey",5
2023,"Horror",922
2023,"Horses",19
2023,"Hunting",42
2023,"Idler",215
2023,"Illuminati",19
2023,"Immersive",59
2023,"Immersive Sim",488
2023,"Indie",3471
2023,"Instrumental Music",16
2023,"Intentionally Awkward Controls",3
2023,"Interactive Fiction",368
2023,"Inventory Management",186
2023,"Investigation",291
2023,"Isometric",286
2023,"JRPG",263
2023,"Jet",25
2023,"Job Simulator",18
2023,"Jump Scare",11
2023,"Kickstarter",3
2023,"LEGO",16
2023,"LGBTQ+",155
2023,"Lemmings",3
2023,"Level Editor",135
2023,"Life Sim",280
2023,"Linear",919
2023,"Local Co-Op",220
2023,"Local Multiplayer",326
2023,"Logic",537
2023,"Loot",156
2023,"Looter Shooter",95
2023,"Lore-Rich",223
2023,"Lovecraftian",80
2023,"MMORPG",74
2023,"MOBA",40
2023,"Magic",542
2023,"Mahjong",15
2023,"Management",480
2023,"Mars",24
2023,"Martial Arts",69
2023,"Massively Multiplayer",148
2023,"Match 3",102
2023,"Mature",111
2023,"Mechs",63
2023,"Medical Sim",14
2023,"Medieval",532
2023,"Memes",100
2023,"Metroidvania",158
2023,"Military",256
2023,"Mini Golf",13
2023,"Minigames",28
2023,"Minimalist",687
2023,"Mining",63
2023,"Mod",6
2023,"Moddable",91
2023,"Modern",181
2023,"Motocross",13
2023,"Motorbike",18
2023,"Mouse only",21
2023,"Movie",4
2023,"Multiplayer",1088
2023,"Multiple Endings",609
2023,"Music",84
2023,"Music-Based Procedural Generation",26
2023,"Musou",3
2023,"Mystery",701
2023,"Mystery Dungeon",96
2023,"Mythology",126
2023,"NSFW",88
2023,"Narration",242
2023,"Narrative",63
2023,"Nature",475
2023,"Naval",30
2023,"Naval Combat",26
2023,"Ninja",61
2023,"Noir",109
2023,"Nonlinear",211
2023,"Nostalgia",30
2023,"Nudity",180
2023,"Offroad",49
2023,"Old School",609
2023,"On-Rails Shooter",34
2023,"Online Co-Op",399
2023,"Open World",699
2023,"Open World Survival Craft",58
2023,"Otome",45
2023,"Outbreak Sim",22
2023,"Parkour",189
2023,"Parody",84
2023,"Party",34
2023,"Party Game",41
2023,"Party-Based RPG",150
2023,"Perma Death",226
2023,"Philosophical",108
2023,"Photo Editing",11
2023,"Physics",730
2023,"Pinball",24
2023,"Pirates",43
2023,"Pixel Graphics",1644
2023,"Platformer",989
2023,"Point & Click",537
2023,"Political",51
2023,"Political Sim",53
2023,"Politics",32
2023,"Pool",18
2023,"Post-apocalyptic",376
2023,"Precision Platformer",293
2023,"Procedural Generation",425
2023,"Programming",39
2023,"Psychedelic",207
2023,"Psychological",194
2023,"Psychological Horror",566
2023,"Puzzle",1604
2023,"Puzzle Platformer",446
2023,"PvE",882
2023,"PvP",750
2023,"Quick-Time Events",84
2023,"RPG",1504
2023,"RPGMaker",77
2023,"RTS",191
2023,"Racing",358
2023,"Real Time Tactics",242
2023,"Real-Time",20
2023,"Real-Time with Pause",15
2023,"Realistic",834
2023,"Relaxing",1123
2023,"Remake",24
2023,"Replay Value",162
2023,"Resource Management",412
2023,"Retro",975
2023,"Rhythm",147
2023,"Robots",226
2023,"Rock Music",7
2023,"Roguelike",717
2023,"Roguelike Deckbuilder",64
2023,"Roguelite",649
2023,"Roguevania",22
2023,"Romance",250
2023,"Rome",17
2023,"Rugby",2
2023,"Runner",216
2023,"Sailing",26
2023,"Sandbox",583
2023,"Satire",60
2023,"Sci-fi",974
2023,"Science",84
2023,"Score Attack",401
2023,"Sequel",15
2023,"Sexual Content",231
2023,"Shoot Em Up",435
2023,"Shooter",1163
2023,"Shop Keeper",6
2023,"Short",104
2023,"Side Scroller",524
2023,"Silent Protagonist",8
2023,"Simulation",1716
2023,"Singleplayer",5968
2023,"Skateboarding",12
2023,"Skating",11
2023,"Skiing",7
2023,"Sniper",29
2023,"Snow",25
2023,"Snowboarding",7
2023,"Social Deduction",19
2023,"Software",49
2023,"Software Training",2
2023,"Sokoban",80
2023,"Solitaire",73
2023,"Souls-like",170
2023,"Soundtrack",88
2023,"Space",511
2023,"Space Sim",103
2023,"Spaceships",19
2023,"Spectacle fighter",85
2023,"Spelling",27
2023,"Split Screen",55
2023,"Sports",408
2023,"Stealth",258
2023,"Steam Machine",1
2023,"Steampunk",58
2023,"Story Rich",1341
2023,"Strategy",1686
2023,"Strategy RPG",236
2023,"Stylized",1120
2023,"Submarine",18
2023,"Superhero",40
2023,"Supernatural",205
2023,"Surreal",346
2023,"Survival",772
2023,"Survival Horror",407
2023,"Swordplay",107
2023,"Tabletop",231
2023,"Tactical",523
2023,"Tactical RPG",202
2023,"Tanks",48
2023,"Team-Based",174
2023,"Tennis",15
2023,"Text-Based",252
2023,"Third Person",1007
2023,"Third-Person Shooter",253
2023,"Thriller",237
2023,"Tile-Matching",4
2023,"Time Attack",21
2023,"Time Management",231
2023,"Time Manipulation",73
2023,"Time Travel",43
2023,"Top-Down",1024
2023,"Top-Down Shooter",338
2023,"Touch-Friendly",7
2023,"Tower Defense",237
2023,"TrackIR",1
2023,"Trading",68
2023,"Trading Card Game",44
2023,"Traditional Roguelike",59
2023,"Trains",31
2023,"Transhumanism",32
2023,"Transportation",50
2023,"Trivia",44
2023,"Turn-Based",95
2023,"Turn-Based Combat",391
2023,"Turn-Based Strategy",412
2023,"Turn-Based Tactics",422
2023,"Tutorial",202
2023,"Twin Stick Shooter",153
2023,"Typing",39
2023,"Underground",66
2023,"Underwater",47
2023,"Unforgiving",21
2023,"Utilities",15
2023,"VR",349
2023,"Vampire",59
2023,"Vehicular Combat",93
2023,"Video Production",4
2023,"Vikings",8
2023,"Villain Protagonist",17
2023,"Violent",368
